city,county,link,total_records,total_pages,total_county_records
Laguna Nigel,San Diego,https://www.localcrimenews.com//welcome/newCities/laguna-nigel,17.0,1.0,2706608.0
Forks Of Salmon,San Diego,https://www.localcrimenews.com//welcome/newCities/forks-of-salmon,15.0,1.0,2706608.0
Rancho Bernardo,San Diego,https://www.localcrimenews.com//welcome/newCities/rancho-bernardo,15.0,1.0,2706608.0
Bombay Beach,San Diego,https://www.localcrimenews.com//welcome/newCities/bombay-beach,14.0,1.0,2706608.0
Leucadia,San Diego,https://www.localcrimenews.com//welcome/newCities/leucadia,14.0,1.0,2706608.0
San Luis Rey,San Diego,https://www.localcrimenews.com//welcome/newCities/san-luis-rey,11.0,1.0,2706608.0
Lincoln Acres,San Diego,https://www.localcrimenews.com//welcome/newCities/lincoln-acres,10.0,1.0,2706608.0
Allendale,San Diego,https://www.localcrimenews.com//welcome/newCities/allendale,8.0,1.0,2706608.0
Genesee,San Diego,https://www.localcrimenews.com//welcome/newCities/genesee,6.0,1.0,2706608.0
Clay,San Diego,https://www.localcrimenews.com//welcome/newCities/clay,6.0,1.0,2706608.0
Mount Laguna,San Diego,https://www.localcrimenews.com//welcome/newCities/mount-laguna,4.0,1.0,2706608.0
Southport,San Diego,https://www.localcrimenews.com//welcome/newCities/southport,3.0,1.0,2706608.0
Little Lake,San Diego,https://www.localcrimenews.com//welcome/newCities/little-lake,2.0,1.0,2706608.0
Mount Wilson,San Diego,https://www.localcrimenews.com//welcome/newCities/mount-wilson,2.0,1.0,2706608.0
Edward,San Diego,https://www.localcrimenews.com//welcome/newCities/edward,1.0,1.0,2706608.0
San Jose,Alameda,https://www.localcrimenews.com//welcome/newCities/san-jose,408361.0,20419.0,2333171.0
Oakland,Alameda,https://www.localcrimenews.com//welcome/newCities/oakland,272360.0,13618.0,2333171.0
San Francisco,Alameda,https://www.localcrimenews.com//welcome/newCities/san-francisco,216562.0,10829.0,2333171.0
Modesto,Alameda,https://www.localcrimenews.com//welcome/newCities/modesto,152726.0,7637.0,2333171.0
Hayward,Alameda,https://www.localcrimenews.com//welcome/newCities/hayward,119313.0,5966.0,2333171.0
Santa Rosa,Alameda,https://www.localcrimenews.com//welcome/newCities/santa-rosa,97698.0,4885.0,2333171.0
Vallejo,Alameda,https://www.localcrimenews.com//welcome/newCities/vallejo,79546.0,3978.0,2333171.0
Fullerton,Alameda,https://www.localcrimenews.com//welcome/newCities/fullerton,57592.0,2880.0,2333171.0
Fremont,Alameda,https://www.localcrimenews.com//welcome/newCities/fremont,56451.0,2823.0,2333171.0
Richmond,Alameda,https://www.localcrimenews.com//welcome/newCities/richmond,50519.0,2526.0,2333171.0
San Leandro,Alameda,https://www.localcrimenews.com//welcome/newCities/san-leandro,49546.0,2478.0,2333171.0
Antioch,Alameda,https://www.localcrimenews.com//welcome/newCities/antioch,47952.0,2398.0,2333171.0
Tracy,Alameda,https://www.localcrimenews.com//welcome/newCities/tracy,40184.0,2010.0,2333171.0
San Mateo,Alameda,https://www.localcrimenews.com//welcome/newCities/san-mateo,38441.0,1923.0,2333171.0
Berkeley,Alameda,https://www.localcrimenews.com//welcome/newCities/berkeley,38125.0,1907.0,2333171.0
Redwood City,Alameda,https://www.localcrimenews.com//welcome/newCities/redwood-city,36018.0,1801.0,2333171.0
Oroville,Alameda,https://www.localcrimenews.com//welcome/newCities/oroville,32859.0,1643.0,2333171.0
Daly City,Alameda,https://www.localcrimenews.com//welcome/newCities/daly-city,32795.0,1640.0,2333171.0
Lodi,Alameda,https://www.localcrimenews.com//welcome/newCities/lodi,26245.0,1313.0,2333171.0
Livermore,Alameda,https://www.localcrimenews.com//welcome/newCities/livermore,25990.0,1300.0,2333171.0
East Palo Alto,Alameda,https://www.localcrimenews.com//welcome/newCities/east-palo-alto,24121.0,1207.0,2333171.0
Union City,Alameda,https://www.localcrimenews.com//welcome/newCities/union-city,23577.0,1179.0,2333171.0
San Luis Obispo,Alameda,https://www.localcrimenews.com//welcome/newCities/san-luis-obispo,20700.0,1035.0,2333171.0
Newark,Alameda,https://www.localcrimenews.com//welcome/newCities/newark,20594.0,1030.0,2333171.0
Alameda,Alameda,https://www.localcrimenews.com//welcome/newCities/alameda,19822.0,992.0,2333171.0
Milpitas,Alameda,https://www.localcrimenews.com//welcome/newCities/milpitas,18160.0,908.0,2333171.0
Martinez,Alameda,https://www.localcrimenews.com//welcome/newCities/martinez,18065.0,904.0,2333171.0
Castro Valley,Alameda,https://www.localcrimenews.com//welcome/newCities/castro-valley,17696.0,885.0,2333171.0
Campbell,Alameda,https://www.localcrimenews.com//welcome/newCities/campbell,17081.0,855.0,2333171.0
South San Francisco,Alameda,https://www.localcrimenews.com//welcome/newCities/south-san-francisco,15639.0,782.0,2333171.0
Pleasanton,Alameda,https://www.localcrimenews.com//welcome/newCities/pleasanton,14742.0,738.0,2333171.0
Walnut Creek,Alameda,https://www.localcrimenews.com//welcome/newCities/walnut-creek,12765.0,639.0,2333171.0
San Lorenzo,Alameda,https://www.localcrimenews.com//welcome/newCities/san-lorenzo,12299.0,615.0,2333171.0
Dublin,Alameda,https://www.localcrimenews.com//welcome/newCities/dublin,10423.0,522.0,2333171.0
Emeryville,Alameda,https://www.localcrimenews.com//welcome/newCities/emeryville,10259.0,513.0,2333171.0
Bay Point,Alameda,https://www.localcrimenews.com//welcome/newCities/bay-point,9880.0,494.0,2333171.0
Dixon,Alameda,https://www.localcrimenews.com//welcome/newCities/dixon,9137.0,457.0,2333171.0
Mendota,Alameda,https://www.localcrimenews.com//welcome/newCities/mendota,9020.0,451.0,2333171.0
Menlo Park,Alameda,https://www.localcrimenews.com//welcome/newCities/menlo-park,8300.0,415.0,2333171.0
Oakley,Alameda,https://www.localcrimenews.com//welcome/newCities/oakley,7669.0,384.0,2333171.0
Benicia,Alameda,https://www.localcrimenews.com//welcome/newCities/benicia,7532.0,377.0,2333171.0
Kelseyville,Alameda,https://www.localcrimenews.com//welcome/newCities/kelseyville,6590.0,330.0,2333171.0
Brentwood,Alameda,https://www.localcrimenews.com//welcome/newCities/brentwood,6574.0,329.0,2333171.0
San Ramon,Alameda,https://www.localcrimenews.com//welcome/newCities/san-ramon,6294.0,315.0,2333171.0
American Canyon,Alameda,https://www.localcrimenews.com//welcome/newCities/american-canyon,5880.0,294.0,2333171.0
El Sobrante,Alameda,https://www.localcrimenews.com//welcome/newCities/el-sobrante,5660.0,283.0,2333171.0
Mill Valley,Alameda,https://www.localcrimenews.com//welcome/newCities/mill-valley,5340.0,267.0,2333171.0
Burlingame,Alameda,https://www.localcrimenews.com//welcome/newCities/burlingame,4563.0,229.0,2333171.0
Freedom,Alameda,https://www.localcrimenews.com//welcome/newCities/freedom,4528.0,227.0,2333171.0
Salida,Alameda,https://www.localcrimenews.com//welcome/newCities/salida,4100.0,205.0,2333171.0
Pinole,Alameda,https://www.localcrimenews.com//welcome/newCities/pinole,4051.0,203.0,2333171.0
French Camp,Alameda,https://www.localcrimenews.com//welcome/newCities/french-camp,3987.0,200.0,2333171.0
Arcata,Alameda,https://www.localcrimenews.com//welcome/newCities/arcata,3797.0,190.0,2333171.0
Danville,Alameda,https://www.localcrimenews.com//welcome/newCities/danville,3793.0,190.0,2333171.0
Newman,Alameda,https://www.localcrimenews.com//welcome/newCities/newman,3664.0,184.0,2333171.0
Saratoga,Alameda,https://www.localcrimenews.com//welcome/newCities/saratoga,3397.0,170.0,2333171.0
Hercules,Alameda,https://www.localcrimenews.com//welcome/newCities/hercules,3382.0,170.0,2333171.0
Fairfax,Alameda,https://www.localcrimenews.com//welcome/newCities/fairfax,3379.0,169.0,2333171.0
San Anselmo,Alameda,https://www.localcrimenews.com//welcome/newCities/san-anselmo,3357.0,168.0,2333171.0
El Cerrito,Alameda,https://www.localcrimenews.com//welcome/newCities/el-cerrito,3343.0,168.0,2333171.0
Half Moon Bay,Alameda,https://www.localcrimenews.com//welcome/newCities/half-moon-bay,3342.0,168.0,2333171.0
Foster City,Alameda,https://www.localcrimenews.com//welcome/newCities/foster-city,2947.0,148.0,2333171.0
Albany,Alameda,https://www.localcrimenews.com//welcome/newCities/albany,2919.0,146.0,2333171.0
El Dorado,Alameda,https://www.localcrimenews.com//welcome/newCities/el-dorado,2917.0,146.0,2333171.0
Penn Valley,Alameda,https://www.localcrimenews.com//welcome/newCities/penn-valley,2834.0,142.0,2333171.0
Gerber,Alameda,https://www.localcrimenews.com//welcome/newCities/gerber,2751.0,138.0,2333171.0
Rio Vista,Alameda,https://www.localcrimenews.com//welcome/newCities/rio-vista,2399.0,120.0,2333171.0
Forestville,Alameda,https://www.localcrimenews.com//welcome/newCities/forestville,2169.0,109.0,2333171.0
Discovery Bay,Alameda,https://www.localcrimenews.com//welcome/newCities/discovery-bay,2134.0,107.0,2333171.0
Clayton,Alameda,https://www.localcrimenews.com//welcome/newCities/clayton,2132.0,107.0,2333171.0
Lafayette,Alameda,https://www.localcrimenews.com//welcome/newCities/lafayette,2095.0,105.0,2333171.0
Lower Lake,Alameda,https://www.localcrimenews.com//welcome/newCities/lower-lake,2087.0,105.0,2333171.0
Empire,Alameda,https://www.localcrimenews.com//welcome/newCities/empire,1889.0,95.0,2333171.0
Wheatland,Alameda,https://www.localcrimenews.com//welcome/newCities/wheatland,1571.0,79.0,2333171.0
Pioneer,Alameda,https://www.localcrimenews.com//welcome/newCities/pioneer,1425.0,72.0,2333171.0
Angels Camp,Alameda,https://www.localcrimenews.com//welcome/newCities/angels-camp,1411.0,71.0,2333171.0
Linden,Alameda,https://www.localcrimenews.com//welcome/newCities/linden,1387.0,70.0,2333171.0
Lost Hills,Alameda,https://www.localcrimenews.com//welcome/newCities/lost-hills,1326.0,67.0,2333171.0
Carmel Valley,Alameda,https://www.localcrimenews.com//welcome/newCities/carmel-valley,1319.0,66.0,2333171.0
Alamo,Alameda,https://www.localcrimenews.com//welcome/newCities/alamo,1212.0,61.0,2333171.0
Sutter,Alameda,https://www.localcrimenews.com//welcome/newCities/sutter,1206.0,61.0,2333171.0
Brisbane,Alameda,https://www.localcrimenews.com//welcome/newCities/brisbane,1166.0,59.0,2333171.0
Piedmont,Alameda,https://www.localcrimenews.com//welcome/newCities/piedmont,1058.0,53.0,2333171.0
Orinda,Alameda,https://www.localcrimenews.com//welcome/newCities/orinda,1047.0,53.0,2333171.0
Mountain House,Alameda,https://www.localcrimenews.com//welcome/newCities/mountain-house,969.0,49.0,2333171.0
Penngrove,Alameda,https://www.localcrimenews.com//welcome/newCities/penngrove,932.0,47.0,2333171.0
Crockett,Alameda,https://www.localcrimenews.com//welcome/newCities/crockett,922.0,47.0,2333171.0
Loleta,Alameda,https://www.localcrimenews.com//welcome/newCities/loleta,738.0,37.0,2333171.0
Moss Beach,Alameda,https://www.localcrimenews.com//welcome/newCities/moss-beach,737.0,37.0,2333171.0
Rio Dell,Alameda,https://www.localcrimenews.com//welcome/newCities/rio-dell,734.0,37.0,2333171.0
Moraga,Alameda,https://www.localcrimenews.com//welcome/newCities/moraga,663.0,34.0,2333171.0
Washington,Alameda,https://www.localcrimenews.com//welcome/newCities/washington,617.0,31.0,2333171.0
Indian Wells,Alameda,https://www.localcrimenews.com//welcome/newCities/indian-wells,603.0,31.0,2333171.0
Emerald Hills,Alameda,https://www.localcrimenews.com//welcome/newCities/emerald-hills,560.0,28.0,2333171.0
Mountain Ranch,Alameda,https://www.localcrimenews.com//welcome/newCities/mountain-ranch,506.0,26.0,2333171.0
El Granada,Alameda,https://www.localcrimenews.com//welcome/newCities/el-granada,503.0,26.0,2333171.0
Montara,Alameda,https://www.localcrimenews.com//welcome/newCities/montara,432.0,22.0,2333171.0
Hickman,Alameda,https://www.localcrimenews.com//welcome/newCities/hickman,426.0,22.0,2333171.0
Portola Valley,Alameda,https://www.localcrimenews.com//welcome/newCities/portola-valley,425.0,22.0,2333171.0
Byron,Alameda,https://www.localcrimenews.com//welcome/newCities/byron,408.0,21.0,2333171.0
Graton,Alameda,https://www.localcrimenews.com//welcome/newCities/graton,396.0,20.0,2333171.0
Bayside,Alameda,https://www.localcrimenews.com//welcome/newCities/bayside,316.0,16.0,2333171.0
Calpella,Alameda,https://www.localcrimenews.com//welcome/newCities/calpella,283.0,15.0,2333171.0
Carlotta,Alameda,https://www.localcrimenews.com//welcome/newCities/carlotta,248.0,13.0,2333171.0
Myers Flat,Alameda,https://www.localcrimenews.com//welcome/newCities/myers-flat,242.0,13.0,2333171.0
San Quentin,Alameda,https://www.localcrimenews.com//welcome/newCities/san-quentin,238.0,12.0,2333171.0
Sunol,Alameda,https://www.localcrimenews.com//welcome/newCities/sunol,238.0,12.0,2333171.0
Paynes Creek,Alameda,https://www.localcrimenews.com//welcome/newCities/paynes-creek,224.0,12.0,2333171.0
Cedar Ridge,Alameda,https://www.localcrimenews.com//welcome/newCities/cedar-ridge,190.0,10.0,2333171.0
Nicasio,Alameda,https://www.localcrimenews.com//welcome/newCities/nicasio,176.0,9.0,2333171.0
Comptche,Alameda,https://www.localcrimenews.com//welcome/newCities/comptche,157.0,8.0,2333171.0
Big Oak Flat,Alameda,https://www.localcrimenews.com//welcome/newCities/big-oak-flat,114.0,6.0,2333171.0
Marshall,Alameda,https://www.localcrimenews.com//welcome/newCities/marshall,108.0,6.0,2333171.0
Coyote,Alameda,https://www.localcrimenews.com//welcome/newCities/coyote,97.0,5.0,2333171.0
Knightsen,Alameda,https://www.localcrimenews.com//welcome/newCities/knightsen,92.0,5.0,2333171.0
Glencoe,Alameda,https://www.localcrimenews.com//welcome/newCities/glencoe,78.0,4.0,2333171.0
Canyon,Alameda,https://www.localcrimenews.com//welcome/newCities/canyon,72.0,4.0,2333171.0
Ravendale,Alameda,https://www.localcrimenews.com//welcome/newCities/ravendale,69.0,4.0,2333171.0
Diablo,Alameda,https://www.localcrimenews.com//welcome/newCities/diablo,66.0,4.0,2333171.0
Holt,Alameda,https://www.localcrimenews.com//welcome/newCities/holt,64.0,4.0,2333171.0
Hood,Alameda,https://www.localcrimenews.com//welcome/newCities/hood,55.0,3.0,2333171.0
Mill Creek,Alameda,https://www.localcrimenews.com//welcome/newCities/mill-creek,47.0,3.0,2333171.0
Glennville,Alameda,https://www.localcrimenews.com//welcome/newCities/glennville,47.0,3.0,2333171.0
Oakville,Alameda,https://www.localcrimenews.com//welcome/newCities/oakville,29.0,2.0,2333171.0
La Porte,Alameda,https://www.localcrimenews.com//welcome/newCities/la-porte,27.0,2.0,2333171.0
Loma Mar,Alameda,https://www.localcrimenews.com//welcome/newCities/loma-mar,26.0,2.0,2333171.0
Century City,Alameda,https://www.localcrimenews.com//welcome/newCities/century-city,22.0,2.0,2333171.0
Belden,Alameda,https://www.localcrimenews.com//welcome/newCities/belden,22.0,2.0,2333171.0
Horse Creek,Alameda,https://www.localcrimenews.com//welcome/newCities/horse-creek,21.0,2.0,2333171.0
Forks Of Salmon,Alameda,https://www.localcrimenews.com//welcome/newCities/forks-of-salmon,15.0,1.0,2333171.0
Afton,Alameda,https://www.localcrimenews.com//welcome/newCities/afton,13.0,1.0,2333171.0
Dardanelle,Alameda,https://www.localcrimenews.com//welcome/newCities/dardanelle,10.0,1.0,2333171.0
Holy City,Alameda,https://www.localcrimenews.com//welcome/newCities/holy-city,8.0,1.0,2333171.0
Alameda                  ,Alameda,,,,2333171.0
Alamo                    ,Alameda,,,,2333171.0
Albany                   ,Alameda,,,,2333171.0
Alviso                   ,Alameda,,,,2333171.0
Bayside                  ,Alameda,,,,2333171.0
Berkeley                 ,Alameda,,,,2333171.0
Birds Landing            ,Alameda,,,,2333171.0
Blackhawk                ,Alameda,,,,2333171.0
Branscomb                ,Alameda,,,,2333171.0
Brooks                   ,Alameda,,,,2333171.0
Byron                    ,Alameda,,,,2333171.0
Canyon                   ,Alameda,,,,2333171.0
Cassel                   ,Alameda,,,,2333171.0
Castro Valley            ,Alameda,,,,2333171.0
Clyde                    ,Alameda,,,,2333171.0
Cutten                   ,Alameda,,,,2333171.0
Diablo                   ,Alameda,,,,2333171.0
Dublin                   ,Alameda,,,,2333171.0
Emeryville               ,Alameda,,,,2333171.0
Fremont                  ,Alameda,,,,2333171.0
Hayward                  ,Alameda,,,,2333171.0
Hidden Valley            ,Alameda,,,,2333171.0
Leesville                ,Alameda,,,,2333171.0
Livermore                ,Alameda,,,,2333171.0
Mckinleyville,Alameda,,,,2333171.0
Milpitas                 ,Alameda,,,,2333171.0
Mount Hamilton           ,Alameda,,,,2333171.0
Newark                   ,Alameda,,,,2333171.0
Nubieber                 ,Alameda,,,,2333171.0
Oakland                  ,Alameda,,,,2333171.0
Orinda                   ,Alameda,,,,2333171.0
Philo                    ,Alameda,,,,2333171.0
Piedmont                 ,Alameda,,,,2333171.0
Pleasanton               ,Alameda,,,,2333171.0
Port Costa               ,Alameda,,,,2333171.0
Richmond                 ,Alameda,,,,2333171.0
San Geronimo             ,Alameda,,,,2333171.0
San Jose                 ,Alameda,,,,2333171.0
San Leandro              ,Alameda,,,,2333171.0
San Lorenzo              ,Alameda,,,,2333171.0
San Ramon                ,Alameda,,,,2333171.0
Santa Clara              ,Alameda,,,,2333171.0
Shasta Lake              ,Alameda,,,,2333171.0
Sunol                    ,Alameda,,,,2333171.0
Tracy                    ,Alameda,,,,2333171.0
Union City               ,Alameda,,,,2333171.0
San Jose,Santa Clara,https://www.localcrimenews.com//welcome/newCities/san-jose,408361.0,20419.0,2309581.0
Stockton,Santa Clara,https://www.localcrimenews.com//welcome/newCities/stockton,291019.0,14551.0,2309581.0
San Francisco,Santa Clara,https://www.localcrimenews.com//welcome/newCities/san-francisco,216562.0,10829.0,2309581.0
Hayward,Santa Clara,https://www.localcrimenews.com//welcome/newCities/hayward,119313.0,5966.0,2309581.0
Salinas,Santa Clara,https://www.localcrimenews.com//welcome/newCities/salinas,81575.0,4079.0,2309581.0
Fairfield,Santa Clara,https://www.localcrimenews.com//welcome/newCities/fairfield,78825.0,3942.0,2309581.0
Chico,Santa Clara,https://www.localcrimenews.com//welcome/newCities/chico,56941.0,2848.0,2309581.0
Watsonville,Santa Clara,https://www.localcrimenews.com//welcome/newCities/watsonville,56018.0,2801.0,2309581.0
Richmond,Santa Clara,https://www.localcrimenews.com//welcome/newCities/richmond,50519.0,2526.0,2309581.0
San Leandro,Santa Clara,https://www.localcrimenews.com//welcome/newCities/san-leandro,49546.0,2478.0,2309581.0
Tracy,Santa Clara,https://www.localcrimenews.com//welcome/newCities/tracy,40184.0,2010.0,2309581.0
San Mateo,Santa Clara,https://www.localcrimenews.com//welcome/newCities/san-mateo,38441.0,1923.0,2309581.0
Citrus Heights,Santa Clara,https://www.localcrimenews.com//welcome/newCities/citrus-heights,38224.0,1912.0,2309581.0
Sunnyvale,Santa Clara,https://www.localcrimenews.com//welcome/newCities/sunnyvale,36189.0,1810.0,2309581.0
Redwood City,Santa Clara,https://www.localcrimenews.com//welcome/newCities/redwood-city,36018.0,1801.0,2309581.0
Gilroy,Santa Clara,https://www.localcrimenews.com//welcome/newCities/gilroy,36000.0,1800.0,2309581.0
Temecula,Santa Clara,https://www.localcrimenews.com//welcome/newCities/temecula,35795.0,1790.0,2309581.0
Manteca,Santa Clara,https://www.localcrimenews.com//welcome/newCities/manteca,33960.0,1698.0,2309581.0
Novato,Santa Clara,https://www.localcrimenews.com//welcome/newCities/novato,33368.0,1669.0,2309581.0
Santa Clara,Santa Clara,https://www.localcrimenews.com//welcome/newCities/santa-clara,31242.0,1563.0,2309581.0
Santa Monica,Santa Clara,https://www.localcrimenews.com//welcome/newCities/santa-monica,27522.0,1377.0,2309581.0
Los Banos,Santa Clara,https://www.localcrimenews.com//welcome/newCities/los-banos,26115.0,1306.0,2309581.0
Livermore,Santa Clara,https://www.localcrimenews.com//welcome/newCities/livermore,25990.0,1300.0,2309581.0
East Palo Alto,Santa Clara,https://www.localcrimenews.com//welcome/newCities/east-palo-alto,24121.0,1207.0,2309581.0
Union City,Santa Clara,https://www.localcrimenews.com//welcome/newCities/union-city,23577.0,1179.0,2309581.0
Hollister,Santa Clara,https://www.localcrimenews.com//welcome/newCities/hollister,22204.0,1111.0,2309581.0
Newark,Santa Clara,https://www.localcrimenews.com//welcome/newCities/newark,20594.0,1030.0,2309581.0
Milpitas,Santa Clara,https://www.localcrimenews.com//welcome/newCities/milpitas,18160.0,908.0,2309581.0
Ceres,Santa Clara,https://www.localcrimenews.com//welcome/newCities/ceres,17639.0,882.0,2309581.0
Mountain View,Santa Clara,https://www.localcrimenews.com//welcome/newCities/mountain-view,17414.0,871.0,2309581.0
Campbell,Santa Clara,https://www.localcrimenews.com//welcome/newCities/campbell,17081.0,855.0,2309581.0
West Hollywood,Santa Clara,https://www.localcrimenews.com//welcome/newCities/west-hollywood,15831.0,792.0,2309581.0
South San Francisco,Santa Clara,https://www.localcrimenews.com//welcome/newCities/south-san-francisco,15639.0,782.0,2309581.0
Morgan Hill,Santa Clara,https://www.localcrimenews.com//welcome/newCities/morgan-hill,15592.0,780.0,2309581.0
Pleasanton,Santa Clara,https://www.localcrimenews.com//welcome/newCities/pleasanton,14742.0,738.0,2309581.0
Crescent City,Santa Clara,https://www.localcrimenews.com//welcome/newCities/crescent-city,12637.0,632.0,2309581.0
San Lorenzo,Santa Clara,https://www.localcrimenews.com//welcome/newCities/san-lorenzo,12299.0,615.0,2309581.0
Willits,Santa Clara,https://www.localcrimenews.com//welcome/newCities/willits,12151.0,608.0,2309581.0
Lathrop,Santa Clara,https://www.localcrimenews.com//welcome/newCities/lathrop,10635.0,532.0,2309581.0
Emeryville,Santa Clara,https://www.localcrimenews.com//welcome/newCities/emeryville,10259.0,513.0,2309581.0
Palo Alto,Santa Clara,https://www.localcrimenews.com//welcome/newCities/palo-alto,10101.0,506.0,2309581.0
Bay Point,Santa Clara,https://www.localcrimenews.com//welcome/newCities/bay-point,9880.0,494.0,2309581.0
Los Gatos,Santa Clara,https://www.localcrimenews.com//welcome/newCities/los-gatos,9749.0,488.0,2309581.0
Menlo Park,Santa Clara,https://www.localcrimenews.com//welcome/newCities/menlo-park,8300.0,415.0,2309581.0
Soledad,Santa Clara,https://www.localcrimenews.com//welcome/newCities/soledad,7990.0,400.0,2309581.0
Orange Cove,Santa Clara,https://www.localcrimenews.com//welcome/newCities/orange-cove,7120.0,356.0,2309581.0
Castroville,Santa Clara,https://www.localcrimenews.com//welcome/newCities/castroville,6672.0,334.0,2309581.0
Brentwood,Santa Clara,https://www.localcrimenews.com//welcome/newCities/brentwood,6574.0,329.0,2309581.0
Capitola,Santa Clara,https://www.localcrimenews.com//welcome/newCities/capitola,6553.0,328.0,2309581.0
Cupertino,Santa Clara,https://www.localcrimenews.com//welcome/newCities/cupertino,6547.0,328.0,2309581.0
American Canyon,Santa Clara,https://www.localcrimenews.com//welcome/newCities/american-canyon,5880.0,294.0,2309581.0
El Sobrante,Santa Clara,https://www.localcrimenews.com//welcome/newCities/el-sobrante,5660.0,283.0,2309581.0
Coalinga,Santa Clara,https://www.localcrimenews.com//welcome/newCities/coalinga,5226.0,262.0,2309581.0
Soquel,Santa Clara,https://www.localcrimenews.com//welcome/newCities/soquel,5112.0,256.0,2309581.0
Freedom,Santa Clara,https://www.localcrimenews.com//welcome/newCities/freedom,4528.0,227.0,2309581.0
Belmont,Santa Clara,https://www.localcrimenews.com//welcome/newCities/belmont,4013.0,201.0,2309581.0
Waterford,Santa Clara,https://www.localcrimenews.com//welcome/newCities/waterford,3855.0,193.0,2309581.0
Danville,Santa Clara,https://www.localcrimenews.com//welcome/newCities/danville,3793.0,190.0,2309581.0
San Martin,Santa Clara,https://www.localcrimenews.com//welcome/newCities/san-martin,3534.0,177.0,2309581.0
Nice,Santa Clara,https://www.localcrimenews.com//welcome/newCities/nice,3492.0,175.0,2309581.0
Gustine,Santa Clara,https://www.localcrimenews.com//welcome/newCities/gustine,3472.0,174.0,2309581.0
Saratoga,Santa Clara,https://www.localcrimenews.com//welcome/newCities/saratoga,3397.0,170.0,2309581.0
Ben Lomond,Santa Clara,https://www.localcrimenews.com//welcome/newCities/ben-lomond,3344.0,168.0,2309581.0
Albany,Santa Clara,https://www.localcrimenews.com//welcome/newCities/albany,2919.0,146.0,2309581.0
Los Altos,Santa Clara,https://www.localcrimenews.com//welcome/newCities/los-altos,2799.0,140.0,2309581.0
Millbrae,Santa Clara,https://www.localcrimenews.com//welcome/newCities/millbrae,2633.0,132.0,2309581.0
Rio Vista,Santa Clara,https://www.localcrimenews.com//welcome/newCities/rio-vista,2399.0,120.0,2309581.0
Larkspur,Santa Clara,https://www.localcrimenews.com//welcome/newCities/larkspur,2162.0,109.0,2309581.0
Discovery Bay,Santa Clara,https://www.localcrimenews.com//welcome/newCities/discovery-bay,2134.0,107.0,2309581.0
Solvang,Santa Clara,https://www.localcrimenews.com//welcome/newCities/solvang,1909.0,96.0,2309581.0
Aromas,Santa Clara,https://www.localcrimenews.com//welcome/newCities/aromas,1494.0,75.0,2309581.0
Squaw Valley,Santa Clara,https://www.localcrimenews.com//welcome/newCities/squaw-valley,1483.0,75.0,2309581.0
Garberville,Santa Clara,https://www.localcrimenews.com//welcome/newCities/garberville,1467.0,74.0,2309581.0
Angels Camp,Santa Clara,https://www.localcrimenews.com//welcome/newCities/angels-camp,1411.0,71.0,2309581.0
Copperopolis,Santa Clara,https://www.localcrimenews.com//welcome/newCities/copperopolis,1384.0,70.0,2309581.0
Lockeford,Santa Clara,https://www.localcrimenews.com//welcome/newCities/lockeford,1260.0,63.0,2309581.0
San Juan Bautista,Santa Clara,https://www.localcrimenews.com//welcome/newCities/san-juan-bautista,1206.0,61.0,2309581.0
Montague,Santa Clara,https://www.localcrimenews.com//welcome/newCities/montague,1204.0,61.0,2309581.0
Brisbane,Santa Clara,https://www.localcrimenews.com//welcome/newCities/brisbane,1166.0,59.0,2309581.0
Moss Landing,Santa Clara,https://www.localcrimenews.com//welcome/newCities/moss-landing,1004.0,51.0,2309581.0
Mountain House,Santa Clara,https://www.localcrimenews.com//welcome/newCities/mountain-house,969.0,49.0,2309581.0
Colma,Santa Clara,https://www.localcrimenews.com//welcome/newCities/colma,932.0,47.0,2309581.0
Murphys,Santa Clara,https://www.localcrimenews.com//welcome/newCities/murphys,865.0,44.0,2309581.0
Alviso,Santa Clara,https://www.localcrimenews.com//welcome/newCities/alviso,775.0,39.0,2309581.0
Moss Beach,Santa Clara,https://www.localcrimenews.com//welcome/newCities/moss-beach,737.0,37.0,2309581.0
Sheridan,Santa Clara,https://www.localcrimenews.com//welcome/newCities/sheridan,702.0,36.0,2309581.0
Pescadero,Santa Clara,https://www.localcrimenews.com//welcome/newCities/pescadero,622.0,32.0,2309581.0
Emerald Hills,Santa Clara,https://www.localcrimenews.com//welcome/newCities/emerald-hills,560.0,28.0,2309581.0
Madison,Santa Clara,https://www.localcrimenews.com//welcome/newCities/madison,510.0,26.0,2309581.0
El Granada,Santa Clara,https://www.localcrimenews.com//welcome/newCities/el-granada,503.0,26.0,2309581.0
Atherton,Santa Clara,https://www.localcrimenews.com//welcome/newCities/atherton,503.0,26.0,2309581.0
Pebble Beach,Santa Clara,https://www.localcrimenews.com//welcome/newCities/pebble-beach,479.0,24.0,2309581.0
Grizzly Flats,Santa Clara,https://www.localcrimenews.com//welcome/newCities/grizzly-flats,463.0,24.0,2309581.0
La Canada,Santa Clara,https://www.localcrimenews.com//welcome/newCities/la-canada,450.0,23.0,2309581.0
Montara,Santa Clara,https://www.localcrimenews.com//welcome/newCities/montara,432.0,22.0,2309581.0
Soulsbyville,Santa Clara,https://www.localcrimenews.com//welcome/newCities/soulsbyville,427.0,22.0,2309581.0
Portola Valley,Santa Clara,https://www.localcrimenews.com//welcome/newCities/portola-valley,425.0,22.0,2309581.0
